table_name,object_type,table_description,column_name,ordinal_position,data_type,is_nullable,column_default,column_description,sensitivity,is_primary_key,foreign_key_references
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",level,7,integer,f,,"Depth of this location in the request's tree, with the top level location at the lowest number. Lets the tree be rendered without recursion.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",certified_normal_accommodation,8,integer,t,,Proposed certified normal accommodation for this location.,OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",working_capacity,9,integer,t,,Proposed working capacity for this location.,OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",max_capacity,10,integer,t,,Proposed maximum capacity for this location.,OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",in_cell_sanitation,11,boolean,t,,Proposed in-cell sanitation setting for this location.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",location_type,12,character varying(40),f,,What kind of location this is. See LocationType in reference-data.csv.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",specialist_cell_types,13,character varying(300),t,,"Proposed specialist cell types, comma separated.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",converted_cell_type,14,character varying(60),t,,Proposed non-residential use for a cell being converted.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",parent_location_id,15,uuid,t,,"The location above this one within the request's own tree, not the live location tree.",NONE,N,certification_approval_request_location
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",used_for_types,16,character varying(300),t,,"Proposed list of what the cell is used for, comma separated.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",accommodation_types,17,character varying(120),t,,"Proposed accommodation types, comma separated.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_working_capacity,18,integer,t,,"Working capacity when the request was raised, as a snapshot for comparison.",OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_max_capacity,19,integer,t,,"Maximum capacity when the request was raised, as a snapshot for comparison.",OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_certified_normal_accommodation,20,integer,t,,"Certified normal accommodation when the request was raised, as a snapshot for comparison.",OFFICIAL-SENSITIVE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",reactivate_this_location,21,boolean,f,false,Whether this particular location should be brought back into use if the request is approved. A request can cover a tree in which only some locations are reactivated.,NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_specialist_cell_types,22,character varying(300),t,,"Specialist cell types when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_cell_mark,23,character varying(255),t,,"The cell door number when the request was raised, as a snapshot for comparison.",NONE,N,
certification_approval_request_location,TABLE,"The locations covered by an approval request, held as a self-contained tree that is copied from the live locations when the request is raised. Kept separate from the location table so a request shows what was asked for even if the estate changes afterwards.",current_in_cell_sanitation,24,boolean,t,,"In-cell sanitation setting when the request was raised, as a snapshot for comparison.",NONE,N,
certification_backup,TABLE,One-off backup taken by migration V1_74 (CREATE TABLE AS SELECT) before certification data moved onto the location table. Not written to by the application and not read by anything - a candidate for removal in a later migration.,location_id,1,uuid,t,,The location the backed up certification row belonged to.,NONE,N,
certification_backup,TABLE,One-off backup taken by migration V1_74 (CREATE TABLE AS SELECT) before certification data moved onto the location table. Not written to by the application and not read by anything - a candidate for removal in a later migration.,certificate_id,2,integer,t,,"Primary key of the row in the old certification table, which has since been dropped.",NONE,N,
certification_backup,TABLE,One-off backup taken by migration V1_74 (CREATE TABLE AS SELECT) before certification data moved onto the location table. Not written to by the application and not read by anything - a candidate for removal in a later migration.,certified,3,boolean,t,,"Whether the location was certified, as at migration V1_74.",NONE,N,
certification_backup,TABLE,One-off backup taken by migration V1_74 (CREATE TABLE AS SELECT) before certification data moved onto the location table. Not written to by the application and not read by anything - a candidate for removal in a later migration.,certified_normal_accommodation,4,integer,t,,"Certified normal accommodation for the location, as at migration V1_74.",NONE,N,
constant_transaction_type,TABLE,"A copy of the TransactionType enumeration as a table, so reporting tools and the Analytical Platform can decode linked_transaction.transaction_type without hard-coding the list. Kept in sync with the enum by ConstantsTableTest. Deliberately not the target of a foreign key.",code,1,character varying(60),f,,Primary key: the transaction type code as stored in linked_transaction.transaction_type.,NONE,Y,
constant_transaction_type,TABLE,"A copy of the TransactionType enumeration as a table, so reporting tools and the Analytical Platform can decode linked_transaction.transaction_type without hard-coding the list. Kept in sync with the enum by ConstantsTableTest. Deliberately not the target of a foreign key.",sequence,2,integer,f,,"Display order, matching the order the values are declared in the Kotlin enum.",NONE,N,
constant_transaction_type,TABLE,"A copy of the TransactionType enumeration as a table, so reporting tools and the Analytical Platform can decode linked_transaction.transaction_type without hard-coding the list. Kept in sync with the enum by ConstantsTableTest. Deliberately not the target of a foreign key.",description,3,character varying(60),f,,Human readable description of the transaction type.,NONE,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",id,1,uuid,f,,"Primary key, and the transaction identifier exposed in the API.",NONE,Y,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",transaction_type,2,character varying(60),f,,"What kind of action this was, such as LOCATION_UPDATE or CAPACITY_CHANGE. Decoded by the constant_transaction_type table.",NONE,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",transaction_detail,3,text,f,,"System generated one line summary of the action, built from a template rather than typed by a user.",NONE,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",transaction_invoked_by,4,character varying(80),f,,"DPS username of the person who performed the action, or a system identifier for automated jobs.",STAFF,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",tx_start_time,5,timestamp without time zone,f,,When the transaction started.,NONE,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",tx_end_time,6,timestamp without time zone,t,,When the transaction finished. Null if it is still running or did not complete.,NONE,N,
linked_transaction,TABLE,"One user action or system job, grouping together every location change it caused. Lets the history be read as ""what somebody did"" rather than as isolated field changes.",prison_id,7,character varying(5),f,,"Prison the transaction applied to, as a NOMIS agency code.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",id,1,uuid,f,gen_random_uuid(),"Primary key. A UUIDv7 generated by the application, used as the location's permanent public identifier across DPS.",NONE,Y,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",prison_id,2,character varying(5),f,,"Prison the location belongs to, as a NOMIS agency code such as MDI.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",path_hierarchy,3,character varying(150),f,,"Full path of the location within the prison, hyphen separated, such as A-1-001. Unique within a prison and used with prison_id to form the location key.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",code,4,character varying(12),f,,"The location's own code within its parent, such as 001 for cell A-1-001. Not unique on its own.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",location_type,5,character varying(30),f,,"What kind of location this is - WING, LANDING, CELL, ADJUDICATION_ROOM and so on. See LocationType in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",parent_id,6,uuid,t,,The location immediately above this one in the tree. Null for a top level location such as a wing.,NONE,N,location
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",local_name,7,character varying(80),t,,"Name the prison uses for this location in conversation, such as ""Houseblock 1"". Optional; the path hierarchy is the authoritative identifier.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",comments,8,character varying(255),t,,"Free text notes about the location. Free text: assume it can name a prisoner, for example when explaining why a cell is out of use.",PERSONAL,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",order_within_parent_location,9,integer,t,,"Sort order among siblings, so a wing's landings list in the order staff expect rather than alphabetically.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",residential_housing_type,10,character varying(30),t,,"Legacy NOMIS housing classification, superseded by accommodation_type. Retained because historic rows and the NOMIS sync still carry it. See ResidentialHousingType in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",capacity_id,12,bigint,t,,"Foreign key to capacity, holding this location's working capacity, maximum capacity and certified normal accommodation. Null for locations that hold no one.",NONE,N,capacity
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",deactivated_date,14,timestamp without time zone,t,,When the location was taken out of use. Null while it is in use.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",deactivated_reason,15,character varying(30),t,,"Why the location was taken out of use - DAMAGED, MAINTENANCE, REFURBISHMENT and so on. See DeactivatedReason in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",proposed_reactivation_date,16,date,t,,"Date the prison expects the location to come back into use. An estimate, not a commitment.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",when_created,17,timestamp without time zone,f,,When this location record was first created.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",when_updated,18,timestamp without time zone,f,,When this location record was last changed.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",updated_by,19,character varying(80),f,,DPS username of the last person to change this location.,STAFF,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",accommodation_type,20,character varying(60),t,,"What the location is used for at the top level - NORMAL_ACCOMMODATION, HEALTHCARE_INPATIENTS, CARE_AND_SEPARATION or OTHER_NON_RESIDENTIAL. Drives roll count reporting. See AccommodationType in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",planet_fm_reference,22,character varying(60),t,,"Reference for the corresponding job in Planet FM, the facilities management system, when a location is out of use for maintenance.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",converted_cell_type,23,character varying(60),t,,"What a former cell is now used as, when it has been converted to a non-residential room - OFFICE, STORE, SHOWER and so on. See ConvertedCellType in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",other_converted_cell_type,24,character varying(255),t,,Free text description used when converted_cell_type is OTHER.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",archived_reason,26,character varying(200),t,,Why the location was permanently archived rather than merely deactivated. Free text: assume it can name a prisoner.,PERSONAL,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",deactivated_by,27,character varying(80),t,,DPS username of the person who took the location out of use.,STAFF,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",deactivation_reason_description,29,character varying(255),t,,"Free text expanding on deactivated_reason, and the only detail available when the reason is OTHER. Assume it can name a prisoner - ""damaged by"" is a common phrasing.",PERSONAL,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",location_type_discriminator,30,character varying(20),f,,"Single-table inheritance discriminator: CELL, RESIDENTIAL, NON_RESIDENTIAL or VIRTUAL. Determines which subclass the row maps to and therefore which columns apply.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",status,31,character varying(20),f,'DRAFT'::character varying,"Lifecycle state of the location - DRAFT, ACTIVE, INACTIVE or ARCHIVED. See LocationStatus in reference-data.csv.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",in_cell_sanitation,34,boolean,t,false,Whether the cell has its own toilet and washing facilities. Part of the certified specification of a cell.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",cell_mark,35,character varying(12),t,NULL::character varying,"The number physically painted on the cell door, which can differ from the location code.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",residential_structure,36,character varying(150),t,NULL::character varying,"Hyphen separated list of the location types making up the path from the top of the prison down to this location, such as WING-LANDING-CELL. Denormalised so the shape of a prison can be read without walking the tree.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",internal_movement_allowed,37,boolean,t,,Whether prisoners may move to and from this non-residential location unescorted.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",certified_cell,38,boolean,t,,Whether the cell currently appears on the prison's cell certificate. A cell that is not certified must not be used to hold anyone.,NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",temporarily_off_cell_cert,39,boolean,t,,"Whether a certified cell is temporarily suspended from the certificate, for example during refurbishment, without losing its certification. Required for rows where the discriminator is CELL.",NONE,N,
location,TABLE,"Every location inside a prison, from a wing down to an individual cell, held as a self-referencing tree via parent_id. Single-table inheritance: location_type_discriminator says which kind of location a row is, and which columns are meaningful.",hidden_from_list,40,boolean,f,false,Whether the location is suppressed from the location lists shown in the UI. Used for locations that exist for data reasons but that staff should not browse.,NONE,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",id,1,integer,f,nextval('location_history_id_seq'::regclass),Primary key.,NONE,Y,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",location_id,2,uuid,t,,The location that changed.,NONE,N,location
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",attribute_name,3,character varying(80),f,,"Which attribute of the location changed, such as CAPACITY or CODE. See LocationAttribute in reference-data.csv.",NONE,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",old_value,4,character varying(1024),t,,"The attribute's value before the change, rendered as text. Carries the sensitivity of whichever attribute changed, so where the attribute was a free-text field this can name a prisoner.",PERSONAL,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",new_value,5,character varying(1024),t,,"The attribute's value after the change, rendered as text. Same caveat as old_value.",PERSONAL,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",amended_by,6,character varying(255),f,,DPS username of the person who made the change.,STAFF,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",amended_date,7,timestamp without time zone,f,,When the change was made.,NONE,N,
location_history,TABLE,"Audit trail of every change to a location: one row per changed attribute, tied to the transaction that changed it.",linked_transaction_id,8,uuid,t,,"The transaction this change belonged to, so all the changes made by one user action can be read together.",NONE,N,linked_transaction
non_residential_usage,TABLE,"What a non-residential location is used for, such as visits or adjudications. A location can have several usages.",id,1,integer,f,nextval('location_usage_id_seq'::regclass),Primary key.,NONE,Y,
non_residential_usage,TABLE,"What a non-residential location is used for, such as visits or adjudications. A location can have several usages.",location_id,2,uuid,f,,The non-residential location this usage applies to.,NONE,N,location
non_residential_usage,TABLE,"What a non-residential location is used for, such as visits or adjudications. A location can have several usages.",usage_type,3,character varying(60),f,,"What the location is used for - ADJUDICATION_HEARING, VISIT, PROGRAMMES_ACTIVITIES and so on. Legacy NOMIS classification; service_usage is the modern equivalent. See NonResidentialUsageType in reference-data.csv.",NONE,N,
non_residential_usage,TABLE,"What a non-residential location is used for, such as visits or adjudications. A location can have several usages.",capacity,4,integer,t,,"How many people the location holds for this particular usage, which can differ from its residential capacity.",NONE,N,
non_residential_usage,TABLE,"What a non-residential location is used for, such as visits or adjudications. A location can have several usages.",sequence,5,integer,f,99,Sort order when a location has more than one usage.,NONE,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",prison_id,3,character varying(5),f,,"Primary key: the prison, as a NOMIS agency code.",NONE,Y,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",when_updated,4,timestamp without time zone,f,,When the configuration was last changed.,NONE,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",updated_by,5,character varying(255),f,,DPS username of the person who last changed the configuration.,STAFF,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",resi_location_service_active,6,boolean,f,false,Whether the prison manages its residential locations in this service rather than in NOMIS.,NONE,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",include_segregation_in_roll_count,7,boolean,f,false,Whether prisoners in segregation are counted in the prison's roll count figures.,NONE,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",certification_approval_required,8,boolean,t,false,Whether changes affecting certified capacity at this prison must go through the approval workflow before taking effect.,NONE,N,
prison_configuration,TABLE,"Per-prison settings controlling how this service behaves at that prison. One row per prison, keyed by the prison code itself.",non_resi_service_active,9,boolean,f,false,Whether the prison manages its non-residential locations in this service rather than in NOMIS.,NONE,N,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,id,1,uuid,f,,Primary key.,NONE,Y,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,prison_id,2,character varying(5),t,,"The prison this mailbox serves, as a NOMIS agency code. Null means it is the default used for any prison without its own entry.",NONE,N,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,notification_group,3,character varying(20),f,,"Which role the mailbox is notified in - CERT_ADMIN, CERT_VIEWER or CERT_REVIEWER. See NotificationGroup in reference-data.csv.",NONE,N,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,email_address,4,character varying(255),f,,"Address notified. Usually a shared team mailbox, but can be an individual member of staff, so treat it as staff personal data.",STAFF,N,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,when_updated,5,timestamp without time zone,f,,When the mailbox entry was last changed.,NONE,N,
prison_notification_mailbox,TABLE,Email addresses notified about cell certification activity. A row with a null prison_id is the national default for that notification group.,updated_by,6,character varying(255),f,,DPS username of the person who last changed the mailbox entry.,STAFF,N,
residential_attribute,TABLE,"Legacy NOMIS attributes of a residential location, retained for the NOMIS sync and for historic reporting. Superseded by specialist_cell and cell_used_for.",id,1,integer,f,nextval('location_attribute_id_seq'::regclass),Primary key.,NONE,Y,
residential_attribute,TABLE,"Legacy NOMIS attributes of a residential location, retained for the NOMIS sync and for historic reporting. Superseded by specialist_cell and cell_used_for.",location_id,2,uuid,f,,The location the attribute applies to.,NONE,N,location
residential_attribute,TABLE,"Legacy NOMIS attributes of a residential location, retained for the NOMIS sync and for historic reporting. Superseded by specialist_cell and cell_used_for.",attribute_type,3,character varying(60),f,,"Which NOMIS attribute domain the value belongs to, such as LOCATION_ATTRIBUTE or SANITATION_FITTINGS. See ResidentialAttributeType in reference-data.csv.",NONE,N,
residential_attribute,TABLE,"Legacy NOMIS attributes of a residential location, retained for the NOMIS sync and for historic reporting. Superseded by specialist_cell and cell_used_for.",attribute_value,4,character varying(60),f,,The NOMIS attribute value itself. See ResidentialAttributeValue in reference-data.csv.,NONE,N,
service_usage,TABLE,"Which DPS services a non-residential location is available to, so each service can offer only the locations relevant to it.",id,1,integer,f,nextval('service_usage_id_seq'::regclass),Primary key.,NONE,Y,
service_usage,TABLE,"Which DPS services a non-residential location is available to, so each service can offer only the locations relevant to it.",location_id,2,uuid,f,,The location this applies to. Deleted with the location.,NONE,N,location
service_usage,TABLE,"Which DPS services a non-residential location is available to, so each service can offer only the locations relevant to it.",service_type,3,character varying(80),f,,"The service the location is available to, such as ADJUDICATION_HEARING or VIDEO_LINK. See ServiceType in reference-data.csv.",NONE,N,
signed_operation_capacity,TABLE,The signed operational capacity of a prison: the maximum population the governor has signed off as safe to hold. One current row per prison.,id,1,integer,f,nextval('signed_operation_capacity_id_seq'::regclass),Primary key.,NONE,Y,
signed_operation_capacity,TABLE,The signed operational capacity of a prison: the maximum population the governor has signed off as safe to hold. One current row per prison.,prison_id,2,character varying(5),f,,"The prison, as a NOMIS agency code. Unique.",NONE,N,
signed_operation_capacity,TABLE,The signed operational capacity of a prison: the maximum population the governor has signed off as safe to hold. One current row per prison.,signed_operation_capacity,3,integer,f,0,The signed operational capacity figure itself. Published by MoJ in the prison population statistics.,NONE,N,
signed_operation_capacity,TABLE,The signed operational capacity of a prison: the maximum population the governor has signed off as safe to hold. One current row per prison.,when_updated,4,timestamp without time zone,f,,When the figure was last changed.,NONE,N,
signed_operation_capacity,TABLE,The signed operational capacity of a prison: the maximum population the governor has signed off as safe to hold. One current row per prison.,updated_by,5,character varying(255),f,,DPS username of the person who last changed the figure.,STAFF,N,
specialist_cell,TABLE,"Specialist cell types held against a cell, such as accessible or constant supervision cells. A cell can have several.",id,1,integer,f,nextval('specialist_cell_id_seq'::regclass),Primary key.,NONE,Y,
specialist_cell,TABLE,"Specialist cell types held against a cell, such as accessible or constant supervision cells. A cell can have several.",location_id,2,uuid,f,,The cell this applies to.,NONE,N,location
specialist_cell,TABLE,"Specialist cell types held against a cell, such as accessible or constant supervision cells. A cell can have several.",specialist_cell_type,3,character varying(80),f,,"The specialist type - ACCESSIBLE_CELL, CONSTANT_SUPERVISION, SAFE_CELL and so on. Some types reduce the cell's usable capacity. See SpecialistCellType in reference-data.csv.",NONE,N,
